source_dataset,source_row_id,candidate_dataset,candidate_row_id,source_work,candidate_work,source_mp,candidate_mp,source_constituency,candidate_constituency,source_state,candidate_state,source_amount,candidate_amount,match_score,confidence_level,match_method,decision,review_status
works recommended (2),426,works sanctioned (7),418,Concrete Cement Road from Loorthupuram village at Posukudi Pt (2022-2023),Construction of Bus Shelter from Nallukurichi village at Nallukurichi Pt (Vikkaramapadiapuram Revenue Village) - 2022-2023,R. Dharmar (2022-28) (2022-2028),R. Dharmar (2022-28) (2022-2028),,,Tamil Nadu,Tamil Nadu,1000000.0,500000.0,71.75,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),211,works sanctioned (7),188,"Construction of community hall near Saraswati shishu mandir, purni rai under khelari block",Construction of laboratory room at Premchand High School Mesra,Aditya Prasad (2022-28) (2022-2028),Aditya Prasad (2022-28) (2022-2028),,,Jharkhand,Jharkhand,1450000.0,1450000.0,78.54,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),447,works sanctioned (7),652,NEAA NAGLA BLOCK BILSANDA ME RAM KUMAR GOTAM S/O SHRI RAMESHWAR DWARA SEMI HIGH MAST LIGHT,WARD NO. 7 PATHARIYA NOGMA ME SHARDA HOSPITAL KE SAMNE SEMI HIGH MAST LIGHT (06 LIGHTO WALI) KARYDAYI SANSTHA PCCD BAREILLY,Ramji (2020-26) (2020-2026),Ramji (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,283000.0,283000.0,77.52,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),875,works sanctioned (7),831,For Treatment Plant In Village Dalla. (2nd Installment),"Construction of Building of hospital, (Vill. Gram Panchyat Balerkhapur, KPT)",Sant Balbir Singh (2022-28) (2022-2028),Sant Balbir Singh (2022-28) (2022-2028),,,Punjab,Punjab,1500000.0,990000.0,71.73,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),191,works sanctioned (7),180,Construction of cremation shed near the pond at Lupung village under Angada Block.,Construction of Paver Block Road from Kishun Mahto’s house in towards direction at Beniyajara in Bongaibeda under Angada Block,Aditya Prasad (2022-28) (2022-2028),Aditya Prasad (2022-28) (2022-2028),,,Jharkhand,Jharkhand,611000.0,300000.0,76.32,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),208,works sanctioned (7),210,Construction of platform (chabutra) in pundag village under Ormanjhi block,"Construction of RCC puliya and guardwall in village darha, Rahe,Ranchi",Aditya Prasad (2022-28) (2022-2028),Aditya Prasad (2022-28) (2022-2028),,,Jharkhand,Jharkhand,400000.0,1497000.0,72.92,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1212,works sanctioned (7),1172,"C/o L/R from Moksh Dham (Shamshan Ghat) to Pucci Sadak, Vill. Batran, Ravi Nagar (SC Basti) G. P. Batran, Dev. Block Nadaun, Distt. Hamirpur H.P. (Exe","C/o L/R Boh near the house of Sh. Surender Thakur G.P. Chamyana, Dev. Block Mashobra Teh. & Distt. Shimla H.P. (Executing Agency BDO Mashobra, Distt. ",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,300000.0,200000.0,74.22,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),320,works sanctioned (7),520,"One Handpump installing at Gram panchyat Niwsai, Block Raon near Mata Temple, Hirde ka Pura, District Bhind","Construction of Community hall, Gram Panchayat Padhawali, Block Morena at Sisodiya Mohalla, Gram Padhawali, District Morena M.P.",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,120000.0,500000.0,69.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),534,works sanctioned (7),164,"Gram panchayat Dongarpur (Mangarh), Janpad panchayat Kailaras, district Morena (M.P.) me MS road se Pankaj Upadhyay ke niwas ke pas se hote huye aage ","Gram Panchayat Padariya ke gram Gajraha uttartola main Shiv kumar yadav ke ghar ke pas Handpump Khanan, Vidhan Sabha Sinhawal, District Sidhi (mention",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,500000.0,114000.0,69.73,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),317,works sanctioned (7),542,"Gram Panchayat Khapagwari, Janpad Panchayat Jabalpur ke gram Khapagwari me Rangmanch Nirman kary, Vidhan sabha Bargi, District Jabalpur (Letter no. 31","Construction of Community hall at gram panchayat Kirgi, Block Pushprajgarh, Village Kirgi, District Anuppur",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,200000.0,998400.0,68.17,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),755,works sanctioned (7),911,Construction of public toilets and bathrooms for SC Community,Construction for Hall in School.,Sant Balbir Singh (2022-28) (2022-2028),Sant Balbir Singh (2022-28) (2022-2028),,,Punjab,Punjab,250000.0,500000.0,73.66,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),543,works sanctioned (7),688,"Lighting of public spaces, village khandsal kalan me Gurdwara ke pass, Working Agency PROVINCIAL CO-OPERATIVE CNSTRUCTION AND DEVELOPMENT LTD.",Public Drinking water- Sardar Patel Inter CollegeBali Mewla Baghpat. Working -Agency-Uttar Pradesh Small Industries Corporation LTD Ghaziabad,Surendra Singh Nagar (2022-28) (2022-2028),Surendra Singh Nagar (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,167254.0,469982.0,68.4,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),770,works sanctioned (7),763,Construction of Boundary wall in A.D. Gov. Kanya inter college gkp,Construction of Class room in AD gov. kanya inter college Ground floor in gkp,Radha Mohan Das Agrawal (2022-28) (2022-2028),Radha Mohan Das Agrawal (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,729992.0,11898309.0,81.37,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),629,works sanctioned (7),1237,Block Sujanganj Gram Baharpur Me 10 KVA Se 25 KVA Transformer Ki Kshamta Vriddhi Ka Karya,Block Shikhar Gram Phulahan Me Shri Devdatt Mishra Ke Ghar Ke Pass 25 KVA Transformer evm Vidutikaran Work,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,84600.0,238287.0,69.75,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),629,works sanctioned (7),841,Block Sujanganj Gram Baharpur Me 10 KVA Se 25 KVA Transformer Ki Kshamta Vriddhi Ka Karya,Block Sujanganj Gram Sultanpur Me Sultanpur Se Giresh Singh Ke Ghar Tak 70 Meter Interlocking Ka Karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,84600.0,409507.0,71.48,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1434,works sanctioned (7),1406,construction of additional room in samudaiyk bhawa at JamKhurd tehsil Mhow Distl Indore,Const.of CC Road at Village Kattkya Teh. Sawer Dist Indore,Kavita Patidar (2022-28) (2022-2028),Kavita Patidar (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,500000.0,989758.0,75.68,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),876,works sanctioned (7),825,IN VILLAGE POKHRI CONTRUCTION OF CC ROAD FROM ROAD TO TINGARD. GRAM PANCHAYAT - POKHRI IA (KARYADAI SANSTATHA)- BLOCK PRATAPNAGAR,"SETTING UP OF KITCHEN & PANTARIES AT DAV PG COLLEGE ,DEHRADUN IA ( KARYADAI SANSTATHA)- BLOCK RAIPUR",Naresh Bansal (2020-26) (2020-2026),Naresh Bansal (2020-26) (2020-2026),,,Uttarakhand,Uttarakhand,497999.0,999500.0,71.61,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),870,works sanctioned (7),839,Block Sujanganj Gram Gopalpur Me Patel Basti Se Brahman Basti Se Pal basti Tak Interlocking 300 Meter Ka Karya,Block Sujanganj Gram Gopalpur Me Shankar Ji Mandir Ke Pass 18 Watt LED Wali Solar Light ka Karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,1394881.0,25000.0,70.93,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),632,works sanctioned (7),587,Block Barsathi Gram Baburi Belaunakla Me Birendra Singh S/O Manish Singh Ke Ghar Ke Pass 04 Nag Wali 18 watt Solar High Mast karya,Jila Varansi Ward No 31 hanuman mandir k Pas nariya Gate Par 10 nag Wali 12.5 Meter Uchi Electric High Mast Light Ka Karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,125000.0,582896.4,69.11,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),534,works sanctioned (7),724,"Gram panchayat Dongarpur (Mangarh), Janpad panchayat Kailaras, district Morena (M.P.) me MS road se Pankaj Upadhyay ke niwas ke pas se hote huye aage ","Construction of C C Road from the Temple of Shankar ji up to Tar road at janpad panchayat Patan, gram panchayat Chhiturha, District Jabalpur",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,500000.0,250000.0,72.09,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1224,works sanctioned (7),679,"Upgradation of existing community centre at Vill. Dakahal, G.P. Kairi, Dev. Block Kotkhai, Distt. Shimla as per recommendation of Sh. Chaten Bragta (E",c/o L/R from Nature Park to Village Sharai G.P. Mashobra Dev. Block mashobra Teh. & Distt. Shimla H.P.,Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,150000.0,1000000.0,68.09,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),637,works sanctioned (7),907,Block Sujanganj Ke Gawn bhatauli Prathamik Vidhyalay se Rasile/Vinay Dubey Ke Ghar Tak Awasesh InterLocking Ka Karya,Block Sujanganj Gram Unchgawn Addopur Me Satish Dubey Ke Ghar Se Brahman Basti Tak Avsesh 120 Meter Interlocking Ka Karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,810785.0,562521.0,83.19,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),749,works sanctioned (7),693,Lighting of Public Spaces-( Two light wali) Village chakmadpuri me jaivindra singh ke Ghar ke pass. Working Agency-Uttar Pradesh Small Industries Corp,Public Drinking water- Shri Gopichand Bhartri Inter College Ahera Baghpat. Working -Agency-Uttar Pradesh Small Industries Corporation LTD Ghaziabad,Surendra Singh Nagar (2022-28) (2022-2028),Surendra Singh Nagar (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,126666.0,469982.0,72.74,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),636,works sanctioned (7),845,Block Sujanganj Ke Gawn Unchgawn Road Se Addopur satish Dubey Ke Ghar Tak 180 Meter InterLOcking Ka Karya,Block Barsathi Gram Patkhauli Sampati Pathak Me Pich Marg Se Dharmendra va Dhiraj Dubey Ke Ghar Tak Interlocking 200 Meter Ka Karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,834812.0,1023626.0,81.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),173,works sanctioned (7),148,"Gram Pachayat Khorba Khas main Eidgah ke pass Handpump Khanan, Vidhan Sabha Sinhawal, District Sidhi (mention in letter no. 3127 at column no. 5)","Gram Panchayat Gunj Khamariya, Janpad Panchayat Patan ke gram Gunj Khamariya me Jitendra Patel ke ghar se Shubham Patel ke ghar tak C C road construct",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,114000.0,198000.0,71.57,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1199,works sanctioned (7),1197,"Installation & Fixing of 04 Nos Solar Lights at Bhajji Colony Mashobra, G.P. & Dev. Block Mashobra, Teh. & Distt. Shimla H.P. (Executing Agency, Him U","C/o Kushti Maidan at VPO Srahan Khurd, Dev. Block Pachhad, Distt. Sirmour (H.P.) as per recommendation of Sh. Baldev Bhandari (Executing agency, BDO P",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,60000.0,300000.0,71.55,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),858,works sanctioned (7),629,Vikashkhand Atraulia Gram Lohra Me Mangla Singh s/o Late Prem Prakash Singh Ke Ghar Ke Pass 18 Watt 4 Nag LED Wali Solar Light Ka Karya,Block Sujanganj Ke Gawn bhatauli Prathamik Vidhyalay se Rasile/Vinay Dubey Ke Ghar Tak Awasesh InterLocking Ka Karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,126000.0,810785.0,66.47,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),744,works sanctioned (7),537,Lighting of Public Spaces-( Two light wali) Village chakferi me kartar singh ke Ghar ke pass. Working Agency-Uttar Pradesh Small Industries Corporatio,Lighting of public spaces nahar ke pul ke pass Working Agency-Uttar Pradesh Small Industries Corporation LTD Ghaziabad. Shri Satveer Nagar-9456838513,Surendra Singh Nagar (2022-28) (2022-2028),Surendra Singh Nagar (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,126666.0,144240.0,84.19,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),862,works sanctioned (7),833,Block Mahrajganj Gram Lamahan Me Dhandei Petrol Pump Par 18 Watt 4 Nag LED Wali Solar Light ka Karya,Block Sikrara Gram Pandeypur Me Asutosh Kumar pandey Vidhut UpKendra Se 25 KVA Transormer Avm Vidhutikaran Ka Karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,125000.0,225000.0,70.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),173,works sanctioned (7),312,"Gram Pachayat Khorba Khas main Eidgah ke pass Handpump Khanan, Vidhan Sabha Sinhawal, District Sidhi (mention in letter no. 3127 at column no. 5)","One Handpump installing at Gram panchyat Niwsai, Block Raon near Gaushala & infront of flour mill, District Bhind",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,114000.0,120000.0,75.19,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),615,works sanctioned (7),617,"Providing Bituminous Macadam Road at First street South Side in Annai Velu Nagar, Karuvanur village, Madurai District. (SC Area) (2022-2023)",Construction of Flood Retaining wall of Avudayarkulam Marukal Channel at Thiruchendur Taluk. Thoothukudi District. LS.610 M to 665 M (2022-2023),R. Dharmar (2022-28) (2022-2028),R. Dharmar (2022-28) (2022-2028),,,Tamil Nadu,Tamil Nadu,998545.0,2495894.0,68.0,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),733,works sanctioned (7),1235,"Construction Work of P.C.C Road From Reo Road to Bhola Patel Gowas(Bathani) in village Nayak Tola of Harpur Panchayat of Adapur Block,Raxual Assembly ","Construction work of pcc road from Budhwa pokhar to Dhunia tola main road in village shrirampur(ward no-7) of nagar utri panchyat of block parihar , d",Shambhu Sharan Patel (2022-28) (2022-2028),Shambhu Sharan Patel (2022-28) (2022-2028),,,Bihar,Bihar,1484150.0,1482172.0,79.84,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1288,works sanctioned (7),1260,"Gram Panchayat Majari, Vikas Khand Prabhat Pattan main Rajan Ahake ke ghar se Mithlesh Ke Ghar ki aur Cement Road nirman hetu atirikt rashi, Vidhan Sa","Pt. Deen Dyal Upadhyay ward main Jamuna Prasad Kesharwani ke Makan ke pas Sarvjanik park main Boundry wall nirman, Vidhan sabha Uttar-madhya, District",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,100000.0,177000.0,72.15,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),627,works sanctioned (7),624,Block Sujanganj Gram Alaiya Me Gyan Chandra Ke Ghar Ke Nikat 03 Pole EVm 10 KVA Transformer Ka Karya,Block Barsathi Gram Baburi Belaunakla Me Birendra Singh S/O Manish Singh Ke Ghar Ke Pass 04 Nag Wali 18 watt Solar High Mast karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,101500.0,125000.0,74.81,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),169,works sanctioned (7),796,"Gram Panchayat Kadiyar ke gram Tikar main Talab ke pas Fatte Kol evam Sundar kol ke ghar ke madhay me Handpump Khanan, Vidhan Sabha Sinhawal, District","Nagar Panchayt parishd Alot, Ratlam M.P. main Shri Khedapati Hanuman Mandir ke pas Teen Shade nirman hetu, Vidhan sabha Alot, District Ratlam",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,114000.0,500000.0,69.36,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),832,works sanctioned (7),799,Construction of Bus stop at Maranakudige of Menase village & panchayath.,To buy equipments For Sri Tungabadra education Instistution (R) (SCP. ),Jairam Ramesh (2022-28) (2022-2028),Jairam Ramesh (2022-28) (2022-2028),,,Karnataka,Karnataka,500000.0,1000000.0,70.09,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),712,works sanctioned (7),715,C/o Dia Hume Pipe Culvert Near the House of Sh. Ashok Kumar S/o Sh. Baga Ram Vill. Mansai G. P. Mansai Teh.. Nadaun Dev. Block Nadaun Distt. Hamirpur ,Installation of Open Gym at Village Matasa G.P. Nakradi Dev. Block Jubbal Distt. Shimla (HP),Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,300000.0,500000.0,71.81,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),161,works sanctioned (7),894,"Pramendra Singh Thakur ke makan se Tiwari ji ke makan tak evam Singrol ji ke makan se Chaturvedi ji ke makan tak, Damlikaran kary, Gwarighat ward, Vid","Mahobia ji ke makan se Shrivastava ji ke makan tak CC road nirman kary, Tripuri ward, Vidhan sabha Pashchim, District Jabalpur (mention in letter no.3",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,140000.0,213375.0,83.68,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1186,works sanctioned (7),639,????? ???????? ????? ????? ??? ???? ??????? ????? ???????? ??? ? Installation of Multy-Gym Equipment- Village me Shri Dayanand Inter College Bambawad.,"Installation of Multy-Gym Equipment- Nagar palika parishad Bulandshahr ke word no, 02 Mohalla Shanti Niketan Chota park pass. Working Agency- Provinci",Surendra Singh Nagar (2022-28) (2022-2028),Surendra Singh Nagar (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,805000.0,757062.0,75.82,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),420,works sanctioned (7),192,Construction of paver block road from tender heart school towards uma shankar paul house in ward no. 53 Ranchi,Construction of Community Hall in palu village under Ormanjhi Block,Aditya Prasad (2022-28) (2022-2028),Aditya Prasad (2022-28) (2022-2028),,,Jharkhand,Jharkhand,1000000.0,1450000.0,73.53,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),166,works sanctioned (7),1214,"Neelesh Jain ke makan se Durgesh Thakur ke makan tak, Gajrath Nagar, Maharana Pratap ward main CC road nirman kary, Vidhan Sabha Pashchim, District Ja","Gram Hiwara, Gram Panchayat Kherwani, Vikaskhand Multai, District Betul (M.P.) main Teen Shed nirman Samudayik Bhavan ke liye, Vidhan Sabha 129-Multai",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,135000.0,300000.0,73.32,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),166,works sanctioned (7),818,"Neelesh Jain ke makan se Durgesh Thakur ke makan tak, Gajrath Nagar, Maharana Pratap ward main CC road nirman kary, Vidhan Sabha Pashchim, District Ja","Books for library of Abhibhashak Sangh Shujalpur, Vidhan sabha Shujalpur, District Shajapur (letter no. 3223/23 at column no.1)",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,135000.0,50000.0,68.67,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),590,works sanctioned (7),903,Block Lambhua Village Thyauri Ghatampur Uttari me Late Bhagwat Parshad Dubey Ke Khet se Diwakar Tripathi ke Boundri tak 315 meter CC Road Nirman,Block Sujanganj Gram Kushmaul Me Shree Prem Sankar Chaturvedi Ke Ghar Ke Pas 18 Watt Solar Light Ka Karya Sampark Sutra 7081848319,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,2030000.0,25000.0,66.0,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1281,works sanctioned (7),163,"Pt. Deen Dyal Upadhyay ke sarvjanik Park Madhotal main Boundry wall nirman, Vidhan sabha Uttar-madhya, District Jabalpur (mention in letter no. 3304 a","Gram Panchayat Kadiyar ke gram Tikar main Talab ke pas Fatte Kol evam Sundar kol ke ghar ke madhay me Handpump Khanan, Vidhan Sabha Sinhawal, District",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,177000.0,114000.0,75.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),821,works sanctioned (7),815,For construction of concrete road from Main road of Kanivehalli upto dayanandha house of Kanevehalli village to Lakya village panchayath.,Development of road at Adi koppa SC colony of Bilugola village Narasipura village panchayth.(SCP),Jairam Ramesh (2022-28) (2022-2028),Jairam Ramesh (2022-28) (2022-2028),,,Karnataka,Karnataka,800000.0,700000.0,78.42,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1285,works sanctioned (7),817,"Pt. Deen Dyal Upadhyay ward main Jamuna Prasad Kesharwani ke Makan ke pas Sarvjanik park main Boundry wall nirman, Vidhan sabha Uttar-madhya, District","Books for library of Abhibhashak Sangh Kalapipal, Vidhan sabha Kalapipal, District Shajapur M.P. (letter no 3222/23 at column no.1)",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,177000.0,50000.0,70.3,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),712,works sanctioned (7),1171,C/o Dia Hume Pipe Culvert Near the House of Sh. Ashok Kumar S/o Sh. Baga Ram Vill. Mansai G. P. Mansai Teh.. Nadaun Dev. Block Nadaun Distt. Hamirpur ,"C/o Pucca Path in Harijan Basti jelthi, G. P. Khaneti, Dev. Block Narkanda Distt. Shimla H.P.(Executiing Agency, BDO, Narkanda, Distt. Shimla)",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,300000.0,100000.0,69.89,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),176,works sanctioned (7),147,"Gram Pachayat Laua main Arjun nagar naveen basti saket mohalla main Handpump Khanan, Vidhan Sabha Sinhawal, District Sidhi (mention in letter no. 3127","1 nag Nalkup Khanan, Naya ward no. 76, Pariyat Jabalpur, Vidhan Sabha Panagar, District Jabalpur",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,114000.0,123000.0,75.08,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),839,works sanctioned (7),150,"Construction of Shade for Abhibhashak Sangh Kalapipal, Vidhansabha Kalapipal, District Shajapur M.P. (Letter no. 3222/23 at column no. 2)","Construction of community hall at gram Eklahara, gram Panchayat Hirdi, Block Prabhat Pattan, Tehsil Multai near Hanuman Mandir, Vidhansabha 129-Multai",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,500000.0,1000000.0,71.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),1277,works sanctioned (7),519,"Gram panchayat Singhoda, Janpad Panchayat Berasia ke gram Singhoda main CC Road Nirman, Vidhan sabha Berasia, District Bhopal","Construction of Community Hall, Gram Panchayat seva, block Morena at Jatav Mohalla, gram seva, district Morena M.P.",Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,400000.0,500000.0,73.52,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),711,works sanctioned (7),713,"C/o Boundary Wall (Danga) near the house of Sh. Duni Chand Kashyap, Vio; Shungra PO Shaddi Matyana G.P. Kaljar Matyana Dev. Block Theog Distt. Shimla ","C/o L/R from Main Road to the house of Sh. Subhash Chand Vill Lahaul, G.P. Chabutari Dev. Block Sujanpur Distt. Hamirpur (HP)",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,150000.0,100000.0,78.23,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),930,works sanctioned (7),623,Block Sirkoni Gram Sadeepur me Junier High School Sadeepur Ki Nayi Building TollTax Ke Pass 25 KVA Transformar Va 2 Khambha Tar Ka VIdhutikaran Ka Kar,Block Sujanganj Gram Bhilampur Me Pankaj Singh Ke Ghar Ke Pass 10 KVA Se 25 KVA Transformer Ki Kshamta Vriddhi Ka Karya,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,157000.0,78100.0,75.84,MEDIUM,fuzzy_multi_field,pending,requires_human_review
works recommended (2),723,works sanctioned (7),720,Installation of Open Gym at Village Matasa G.P. Nakradi Dev. Block Jubbal Distt. Shimla (HP),"C/o Public toilets at Rangas Bazar Vill. Kheri G.P. Nounghi, Dev. Block Nadaun District Hamirpur (HP)",Sikander Kumar (2022-28) (2022-2028),Sikander Kumar (2022-28) (2022-2028),,,Himachal Pradesh,Himachal Pradesh,500000.0,200000.0,71.9,MEDIUM,fuzzy_multi_field,pending,requires_human_review
