work_id,work_id_raw,mp_id,ida_id,category,description,recommended_amount,recommendation_date
1269,SPO-10-2023-1269,5,8,Sports,Construction of sports facility at Murthy Circle,188400000,2025-03-06
1270,HEA-18-2023-1270,13,3,Health,Construction of health facility at Kalla Circle,301100000,2024-02-04
1271,EDU-25-2023-1271,20,18,Education,Construction of education facility at Mannan Ganj,322700000,2025-02-15
1272,SPO-26-2023-1272_Sports,21,17,Sports,Construction of sports facility at Deo Path,368100000,2025-03-05
1273,SAN-25-2023-1273,20,11,Sanitation,Construction of sanitation facility at Thakur Street,264200000,2024-10-26
1274,SAN-7-2023-1274,2,20,Sanitation,Construction of sanitation facility at D’Alia Path,466800000,2025-04-13
1275,HEA-7-2023-1275,2,17,Health,Construction of health facility at Srinivasan Path,121500000,2024-11-26
1276,SAN-19-2023-1276,14,5,Sanitation,Construction of sanitation facility at Sahni,136600000,2025-02-05
1277,EDU-15-2023-1277,10,17,Education,Construction of education facility at Mangal Circle,53100000,2025-07-13
1278,RAI-8-2023-1278,3,7,Railways,Construction of railways facility at Arya Marg,211600000,2024-10-11
1279,DRI-10-2023-1279,5,2,Drinking Water,Construction of drinking water facility at Bakshi Zila,412500000,2024-06-22
1280,SAN-19-2023-1280,14,14,Sanitation,Construction of sanitation facility at Bera Street,236500000,2025-02-02
1281,ROA-11-2023-1281,6,15,Roads,Construction of roads facility at Iyengar Nagar,332400000,2024-03-26
1282,RAI-8-2023-1282,3,7,Railways,Construction of railways facility at Mangat Street,331900000,2025-02-12
1283,EDU-25-2023-1283,20,2,Education,Construction of education facility at Dhingra Road,264900000,2025-06-13
1284,ELE-16-2023-1284,11,17,Electricity,Construction of electricity facility at Merchant Nagar,84900000,2024-02-06
1285,SPO-27-2023-1285,22,1,Sports,Construction of sports facility at Bali Circle,393700000,2024-06-05
1286,ELE-6-2023-1286,1,4,Electricity,Construction of electricity facility at Chaudry Chowk,173700000,2024-12-22
1287,DRI-11-2023-1287,6,14,Drinking Water,Construction of drinking water facility at Kapur Circle,457400000,2025-03-30
1288,ELE-12-2023-1288,7,16,Electricity,Construction of electricity facility at Ramachandran Circle,449200000,2024-03-03
1289,DRI-22-2023-1289,17,7,Drinking Water,Construction of drinking water facility at Mani Circle,302300000,2025-02-20
1290,ELE-20-2023-1290,15,4,Electricity,Construction of electricity facility at Raj Nagar,352700000,2024-06-28
1291,SAN-9-2023-1291,4,8,Sanitation,Construction of sanitation facility at Munshi Marg,440000000,2024-11-02
1292,HEA-18-2023-1292,13,1,Health,Construction of health facility at Arya Nagar,244100000,2025-03-31
1293,EDU-18-2023-1293,13,5,Education,Construction of education facility at Jain Road,483500000,2024-12-26
1294,SAN-15-2023-1294,10,5,Sanitation,Construction of sanitation facility at Kar Chowk,98300000,2025-08-08
1295,ROA-9-2023-1295,4,18,Roads,Construction of roads facility at Hegde Path,312100000,2025-04-25
1296,DRI-26-2023-1296,21,9,Drinking Water,Construction of drinking water facility at Menon Ganj,209600000,2024-08-14
1297,ROA-23-2023-1297_Roads,18,9,Roads,Construction of roads facility at Borde Street,70700000,2024-01-24
1298,SPO-22-2023-1298,17,7,Sports,Construction of sports facility at Varkey Street,178500000,2023-12-02
1299,ELE-13-2023-1299,8,11,Electricity,Construction of electricity facility at Baria Marg,314400000,2024-07-29
1300,SAN-14-2023-1300,9,10,Sanitation,Construction of sanitation facility at Lalla Road,374000000,2023-12-11
1301,DRI-16-2023-1301,11,17,Drinking Water,Construction of drinking water facility at Kumer Street,158000000,2023-09-05
1302,HEA-14-2023-1302,9,18,Health,Construction of health facility at Shukla Path,125200000,2025-03-05
1303,DRI-15-2023-1303,10,19,Drinking Water,Construction of drinking water facility at Baral Street,479800000,2023-12-29
1304,ROA-10-2023-1304,5,9,Roads,Construction of roads facility at Behl Path,236200000,2025-04-23
1305,DRI-11-2023-1305,6,19,Drinking Water,Construction of drinking water facility at Mitra,84500000,2024-09-16
1306,DRI-26-2023-1306,21,16,Drinking Water,Construction of drinking water facility at Parmar,467900000,2023-10-27
1307,RAI-24-2023-1307,19,13,Railways,Construction of railways facility at Vora Path,55800000,2024-02-18
1308,DRI-29-2023-1308,24,6,Drinking Water,Construction of drinking water facility at Verma Street,280500000,2023-10-23
1309,SPO-26-2023-1309,21,4,Sports,Construction of sports facility at Dutta Circle,147600000,2024-07-20
1310,HEA-27-2023-1310,22,2,Health,Construction of health facility at Yadav Circle,213900000,2024-07-10
1311,ROA-19-2023-1311,14,13,Roads,Construction of roads facility at Palla Zila,227600000,2024-02-19
1312,RAI-30-2023-1312,25,5,Railways,Construction of railways facility at Narula Ganj,370100000,2024-05-15
1313,DRI-19-2023-1313,14,1,Drinking Water,Construction of drinking water facility at Memon Path,59100000,2024-02-17
1314,HEA-13-2023-1314,8,2,Health,Construction of health facility at Wali,206200000,2024-09-03
1315,DRI-7-2023-1315,2,18,Drinking Water,Construction of drinking water facility at Andra Circle,148300000,2023-11-29
1316,EDU-15-2023-1316,10,4,Education,Construction of education facility at Sehgal Path,120500000,2024-03-05
1317,EDU-28-2023-1317,23,20,Education,Construction of education facility at Kohli,375600000,2023-10-01
1318,RAI-24-2023-1318,19,12,Railways,Construction of railways facility at Raj Path,216000000,2025-08-12
1319,SPO-26-2023-1319,21,3,Sports,Construction of sports facility at Raju Zila,450200000,2024-03-18
1320,RAI-22-2023-1320,17,20,Railways,Construction of railways facility at Mandal Circle,496100000,2023-09-20
1321,RAI-6-2023-1321,1,14,Railways,Construction of railways facility at Prasad Circle,334600000,2024-10-04
1322,ROA-25-2023-1322,20,3,Roads,Construction of roads facility at Sehgal Circle,162700000,2024-09-13
1323,SAN-18-2023-1323,13,19,Sanitation,Construction of sanitation facility at Minhas Nagar,492500000,2025-07-29
1324,SPO-7-2023-1324,2,12,Sports,Construction of sports facility at Nagi Ganj,141600000,2024-10-04
1325,ELE-25-2023-1325,20,12,Electricity,Construction of electricity facility at Char Zila,235700000,2024-01-09
1326,SPO-17-2023-1326,12,17,Sports,Construction of sports facility at Walla Circle,478500000,2023-09-06
1327,HEA-20-2023-1327,15,20,Health,Construction of health facility at Kade Zila,50400000,2025-02-02
1328,EDU-18-2023-1328_Education,13,13,Education,Construction of education facility at Samra Ganj,206400000,2025-06-11
1329,EDU-25-2023-1329,20,7,Education,Construction of education facility at Jha Zila,395600000,2024-10-22
1330,SPO-23-2023-1330,18,10,Sports,Construction of sports facility at Bora Marg,441900000,2025-04-03
1331,RAI-30-2023-1331,25,6,Railways,Construction of railways facility at Bajwa Street,364300000,2024-08-22
1332,RAI-27-2023-1332,22,1,Railways,Construction of railways facility at Barad Path,121100000,2023-11-07
1333,RAI-24-2023-1333,19,11,Railways,Construction of railways facility at Bhagat Zila,78100000,2024-01-17
1334,DRI-29-2023-1334,24,1,Drinking Water,Construction of drinking water facility at Bobal Road,464700000,2024-11-20
1335,EDU-17-2023-1335,12,20,Education,Construction of education facility at Kuruvilla Ganj,473300000,2024-07-13
1336,ELE-30-2023-1336,25,2,Electricity,Construction of electricity facility at Seshadri Marg,112900000,2025-01-02
1337,SAN-25-2023-1337,20,3,Sanitation,Construction of sanitation facility at Sant Marg,454100000,2024-05-03
1338,ELE-22-2023-1338,17,9,Electricity,Construction of electricity facility at Ramachandran Nagar,69300000,2025-02-04
1339,RAI-23-2023-1339,18,9,Railways,Construction of railways facility at Warrior Zila,77400000,2023-09-05
1340,SAN-13-2023-1340,8,12,Sanitation,Construction of sanitation facility at Bhatnagar,438800000,2025-04-10
1341,ELE-22-2023-1341,17,9,Electricity,Construction of electricity facility at Bath,210900000,2025-02-26
1342,HEA-17-2023-1342,12,6,Health,Construction of health facility at Parmar Zila,215800000,2025-08-21
1343,ROA-8-2023-1343_Roads,3,8,Roads,Construction of roads facility at Cherian Circle,484600000,2024-04-13
1344,RAI-11-2023-1344,6,10,Railways,Construction of railways facility at Chadha Road,441800000,2024-04-06
1345,EDU-29-2023-1345,24,2,Education,Construction of education facility at Raj Chowk,441300000,2024-07-03
1346,ROA-13-2023-1346,8,14,Roads,Construction of roads facility at Som Nagar,382900000,2023-12-31
1347,ELE-12-2023-1347,7,19,Electricity,Construction of electricity facility at Kannan Circle,442600000,2023-12-15
1348,EDU-14-2023-1348,9,20,Education,Construction of education facility at Merchant Marg,404500000,2025-01-05
1349,SPO-15-2023-1349,10,13,Sports,Construction of sports facility at Misra Street,280000000,2025-02-08
1350,SPO-6-2023-1350,1,14,Sports,Construction of sports facility at Apte Path,162400000,2024-11-03
1351,HEA-7-2023-1351,2,18,Health,Construction of health facility at Dhaliwal Circle,306400000,2023-12-05
1352,SAN-30-2023-1352,25,16,Sanitation,Construction of sanitation facility at Ahluwalia Nagar,474000000,2024-11-18
1353,SAN-10-2023-1353,5,11,Sanitation,Construction of sanitation facility at Ramesh,217400000,2024-10-22
1354,SAN-22-2023-1354,17,17,Sanitation,Construction of sanitation facility at Chada Circle,199900000,2024-04-24
1355,SAN-12-2023-1355,7,1,Sanitation,Construction of sanitation facility at Padmanabhan Ganj,169800000,2024-02-12
1356,ROA-23-2023-1356,18,9,Roads,Construction of roads facility at Vala Marg,468700000,2023-12-20
1357,EDU-13-2023-1357,8,7,Education,Construction of education facility at Gour Street,346000000,2024-02-19
1358,ROA-11-2023-1358,6,2,Roads,Construction of roads facility at Krishnan,154300000,2024-01-29
1359,SAN-23-2023-1359,18,8,Sanitation,Construction of sanitation facility at Golla Zila,277000000,2025-02-03
1360,SAN-20-2023-1360,15,16,Sanitation,Construction of sanitation facility at Bhagat,230100000,2025-06-23
1361,ROA-11-2023-1361,6,1,Roads,Construction of roads facility at Shenoy Circle,448300000,2025-01-13
1362,ROA-25-2023-1362_Roads,20,8,Roads,Construction of roads facility at Bora Circle,137900000,2024-04-13
1363,RAI-11-2023-1363,6,1,Railways,Construction of railways facility at Krishna Zila,173100000,2023-11-16
1364,SAN-27-2023-1364_Sanitation,22,19,Sanitation,Construction of sanitation facility at Sur Ganj,313800000,2024-05-14
1365,ELE-16-2023-1365,11,19,Electricity,Construction of electricity facility at Dave Path,380900000,2025-02-03
1366,HEA-29-2023-1366,24,7,Health,Construction of health facility at Chaudhry Ganj,102900000,2024-04-09
1367,EDU-14-2023-1367,9,20,Education,Construction of education facility at Boase,408200000,2025-07-31
1368,HEA-27-2023-1368,22,4,Health,Construction of health facility at Nadkarni Ganj,79700000,2024-09-12
1369,DRI-17-2023-1369,12,8,Drinking Water,Construction of drinking water facility at Narasimhan Chowk,255100000,2024-12-22
1370,ELE-29-2023-1370,24,13,Electricity,Construction of electricity facility at Dua Road,237600000,2024-11-13
1371,RAI-18-2023-1371,13,10,Railways,Construction of railways facility at Patla,396700000,2025-05-20
1372,ELE-9-2023-1372,4,1,Electricity,Construction of electricity facility at Sangha Path,487400000,2024-01-09
1373,SAN-28-2023-1373,23,11,Sanitation,Construction of sanitation facility at Munshi Nagar,190700000,2024-03-10
1374,DRI-28-2023-1374,23,19,Drinking Water,Construction of drinking water facility at Sarin Ganj,434200000,2024-04-02
1375,HEA-19-2023-1375,14,7,Health,Construction of health facility at Desai Path,182700000,2025-02-09
1376,SPO-17-2023-1376,12,16,Sports,Construction of sports facility at Srinivasan Path,493500000,2024-08-25
1377,RAI-20-2023-1377,15,8,Railways,Construction of railways facility at Parmer Chowk,153400000,2025-04-24
1378,SAN-10-2023-1378,5,5,Sanitation,Construction of sanitation facility at Sur Road,449100000,2024-11-02
1379,ELE-13-2023-1379,8,4,Electricity,Construction of electricity facility at Gill Zila,63400000,2025-01-14
1380,DRI-14-2023-1380,9,7,Drinking Water,Construction of drinking water facility at Bumb,251000000,2025-06-15
1381,SPO-26-2023-1381,21,15,Sports,Construction of sports facility at Dey Road,113900000,2025-07-24
1382,ELE-22-2023-1382,17,14,Electricity,Construction of electricity facility at Hegde Circle,59000000,2024-03-23
1383,SAN-14-2023-1383,9,12,Sanitation,Construction of sanitation facility at Borra Zila,69700000,2025-07-24
1384,EDU-19-2023-1384,14,13,Education,Construction of education facility at Tripathi Nagar,409100000,2025-01-03
1385,ELE-23-2023-1385,18,8,Electricity,Construction of electricity facility at Ravel Nagar,359500000,2025-04-20
1386,SPO-12-2023-1386,7,12,Sports,Construction of sports facility at Kala,275900000,2025-08-04
1387,ELE-22-2023-1387,17,19,Electricity,Construction of electricity facility at Lad Nagar,399700000,2024-10-27
1388,DRI-27-2023-1388,22,18,Drinking Water,Construction of drinking water facility at Sodhi Circle,267500000,2025-01-20
1389,SAN-8-2023-1389,3,3,Sanitation,Construction of sanitation facility at Pau Street,434100000,2024-07-01
1390,ROA-30-2023-1390,25,12,Roads,Construction of roads facility at Mannan Ganj,250900000,2023-12-13
1391,ROA-11-2023-1391,6,7,Roads,Construction of roads facility at Thaker Chowk,261000000,2024-10-01
1392,SAN-26-2023-1392,21,14,Sanitation,Construction of sanitation facility at Ranganathan Zila,388000000,2024-06-09
1393,SAN-21-2023-1393,16,1,Sanitation,Construction of sanitation facility at Anne Circle,96600000,2025-01-27
1394,HEA-9-2023-1394,4,4,Health,Construction of health facility at Gandhi Ganj,448500000,2025-04-11
1395,ELE-30-2023-1395,25,18,Electricity,Construction of electricity facility at Dey Circle,325300000,2024-08-12
1396,DRI-16-2023-1396,11,19,Drinking Water,Construction of drinking water facility at Gola Street,172900000,2024-11-13
1397,SAN-30-2023-1397,25,20,Sanitation,Construction of sanitation facility at Dhingra,342600000,2025-03-25
1398,HEA-6-2023-1398,1,3,Health,Construction of health facility at Parmer Chowk,189200000,2023-10-02
1399,EDU-18-2023-1399,13,12,Education,Construction of education facility at Sura Ganj,283000000,2024-02-28
1400,DRI-7-2023-1400,2,3,Drinking Water,Construction of drinking water facility at Lalla Zila,372200000,2024-06-13
1401,SPO-25-2023-1401,20,17,Sports,Construction of sports facility at Basak Ganj,392400000,2025-02-01
1402,ELE-26-2023-1402,21,14,Electricity,Construction of electricity facility at Vasa Ganj,80100000,2025-08-06
1403,EDU-14-2023-1403,9,18,Education,Construction of education facility at Rama Path,281400000,2024-08-30
1404,ROA-10-2023-1404,5,1,Roads,Construction of roads facility at Batra Chowk,221800000,2023-10-01
1405,ROA-25-2023-1405,20,2,Roads,Construction of roads facility at Chauhan Path,369100000,2025-02-28
1406,SAN-25-2023-1406_Sanitation,20,8,Sanitation,Construction of sanitation facility at Mahal Circle,200700000,2025-06-10
1407,ELE-30-2023-1407,25,14,Electricity,Construction of electricity facility at Ghosh Road,246600000,2024-06-19
1408,DRI-9-2023-1408,4,7,Drinking Water,Construction of drinking water facility at Pau Marg,345500000,2024-11-30
1409,ELE-15-2023-1409,10,12,Electricity,Construction of electricity facility at Varughese Zila,322300000,2024-03-14
1410,HEA-24-2023-1410,19,11,Health,Construction of health facility at Kapoor Marg,406300000,2024-10-06
1411,SAN-22-2023-1411,17,5,Sanitation,Construction of sanitation facility at Pandit Marg,64600000,2025-05-27
1412,HEA-7-2023-1412,2,1,Health,Construction of health facility at Sur Path,308100000,2025-05-08
1413,DRI-16-2023-1413,11,11,Drinking Water,Construction of drinking water facility at Ahuja Chowk,231600000,2024-09-24
1414,EDU-28-2023-1414,23,17,Education,Construction of education facility at Sarraf Street,274100000,2024-01-07
1415,DRI-10-2023-1415,5,13,Drinking Water,Construction of drinking water facility at Bose Ganj,456800000,2024-10-04
1416,HEA-29-2023-1416,24,2,Health,Construction of health facility at Kakar Road,61600000,2023-12-26
1417,ROA-23-2023-1417,18,16,Roads,Construction of roads facility at Dugar Street,260600000,2024-06-08
1418,EDU-8-2023-1418,3,11,Education,Construction of education facility at Dani,112400000,2025-01-26
1419,SAN-9-2023-1419,4,12,Sanitation,Construction of sanitation facility at Sachdeva Ganj,149400000,2025-05-23
1420,SAN-20-2023-1420,15,14,Sanitation,Construction of sanitation facility at Comar Path,194500000,2024-09-09
1421,ELE-9-2023-1421,4,17,Electricity,Construction of electricity facility at Srinivas Chowk,477600000,2024-02-11
1422,SPO-22-2023-1422,17,12,Sports,Construction of sports facility at Edwin,223900000,2025-01-15
1423,RAI-25-2023-1423,20,19,Railways,Construction of railways facility at Bains Marg,367200000,2024-03-08
1424,SAN-21-2023-1424,16,5,Sanitation,Construction of sanitation facility at Datta Nagar,64000000,2024-11-19
1425,EDU-22-2023-1425,17,8,Education,Construction of education facility at Dyal,476400000,2023-12-14
1426,DRI-23-2023-1426,18,12,Drinking Water,Construction of drinking water facility at Baral Circle,309700000,2025-07-23
1427,ELE-22-2023-1427,17,16,Electricity,Construction of electricity facility at Din,261500000,2023-10-14
1428,ROA-28-2023-1428_Roads,23,11,Roads,Construction of roads facility at Kuruvilla Street,383300000,2025-08-17
1429,EDU-7-2023-1429,2,14,Education,Construction of education facility at Varughese Street,346900000,2024-07-11
1430,HEA-9-2023-1430,4,12,Health,Construction of health facility at Bahl,90200000,2025-07-14
1431,ROA-22-2023-1431,17,10,Roads,Construction of roads facility at Chada Road,132200000,2024-02-16
1432,DRI-14-2023-1432,9,19,Drinking Water,Construction of drinking water facility at Sinha Chowk,162100000,2025-07-05
1433,SAN-16-2023-1433,11,8,Sanitation,Construction of sanitation facility at Garde Chowk,382500000,2024-02-18
1434,EDU-18-2023-1434,13,5,Education,Construction of education facility at Dhar Marg,63700000,2025-05-10
1435,ROA-29-2023-1435,24,7,Roads,Construction of roads facility at Gopal,203600000,2024-12-28
1436,SPO-24-2023-1436,19,10,Sports,Construction of sports facility at Lalla Circle,387100000,2024-01-09
1437,RAI-11-2023-1437,6,17,Railways,Construction of railways facility at Setty Path,51100000,2024-12-07
1438,DRI-29-2023-1438,24,19,Drinking Water,Construction of drinking water facility at Biswas,239100000,2024-02-26
1439,HEA-18-2023-1439,13,11,Health,Construction of health facility at Rajan Marg,276500000,2023-12-12
1440,ELE-9-2023-1440,4,12,Electricity,Construction of electricity facility at Babu Zila,170400000,2024-02-05
1441,ELE-19-2023-1441,14,3,Electricity,Construction of electricity facility at Thaman Circle,219300000,2025-02-13
1442,DRI-16-2023-1442,11,5,Drinking Water,Construction of drinking water facility at Doctor Marg,404900000,2024-12-14
1443,ELE-30-2023-1443,25,9,Electricity,Construction of electricity facility at Goel Zila,399100000,2024-09-04
1444,HEA-18-2023-1444,13,17,Health,Construction of health facility at Barad,275700000,2025-07-13
1445,HEA-24-2023-1445,19,3,Health,Construction of health facility at Thakur Circle,448000000,2025-04-07
1446,EDU-16-2023-1446,11,19,Education,Construction of education facility at Chander Zila,272600000,2024-09-09
1447,ROA-14-2023-1447,9,16,Roads,Construction of roads facility at Zacharia Street,256500000,2025-06-04
1448,DRI-28-2023-1448,23,7,Drinking Water,Construction of drinking water facility at Sankar Nagar,318100000,2024-10-10
1449,ROA-29-2023-1449,24,11,Roads,Construction of roads facility at Prabhakar Marg,398000000,2025-07-11
1450,HEA-21-2023-1450,16,5,Health,Construction of health facility at Wagle Nagar,250600000,2024-07-30
1451,DRI-16-2023-1451,11,12,Drinking Water,Construction of drinking water facility at Subramaniam Ganj,112400000,2025-05-06
1452,RAI-25-2023-1452,20,2,Railways,Construction of railways facility at Palla Marg,161100000,2024-12-01
1453,SPO-15-2023-1453,10,2,Sports,Construction of sports facility at Chaudhari,148500000,2024-07-27
1454,ROA-29-2023-1454,24,10,Roads,Construction of roads facility at Kumar Street,489800000,2024-09-05
1455,DRI-13-2023-1455,8,4,Drinking Water,Construction of drinking water facility at Chacko Ganj,451000000,2024-04-08
1456,SPO-25-2023-1456,20,11,Sports,Construction of sports facility at Rege,335800000,2024-03-19
1457,ROA-21-2023-1457,16,15,Roads,Construction of roads facility at Ahluwalia Ganj,207700000,2025-03-04
1458,HEA-9-2023-1458,4,19,Health,Construction of health facility at Virk Nagar,211900000,2023-12-01
1459,ROA-8-2023-1459,3,9,Roads,Construction of roads facility at Amble Circle,403700000,2024-06-18
1460,SPO-28-2023-1460,23,18,Sports,Construction of sports facility at Mutti Ganj,138900000,2024-07-14
1461,ROA-17-2023-1461,12,7,Roads,Construction of roads facility at Chhabra Path,476100000,2023-12-30
1462,SPO-6-2023-1462,1,9,Sports,Construction of sports facility at Kulkarni Marg,191000000,2024-03-21
1463,ROA-16-2023-1463,11,17,Roads,Construction of roads facility at Sampath Circle,357600000,2024-11-12
1464,EDU-28-2023-1464,23,16,Education,Construction of education facility at Majumdar Path,442600000,2025-02-10
1465,HEA-23-2023-1465,18,11,Health,Construction of health facility at Jani Marg,153500000,2024-07-17
1466,SAN-27-2023-1466,22,8,Sanitation,Construction of sanitation facility at Subramanian Circle,480100000,2024-01-17
1467,HEA-28-2023-1467,23,17,Health,Construction of health facility at Sule Path,123200000,2024-03-16
1468,ROA-7-2023-1468_Roads,2,18,Roads,Construction of roads facility at Padmanabhan Road,326600000,2025-04-24
1469,ELE-13-2023-1469,8,18,Electricity,Construction of electricity facility at Devi Marg,116400000,2025-06-26
1470,EDU-21-2023-1470,16,15,Education,Construction of education facility at Karpe Zila,462800000,2024-08-12
1471,RAI-21-2023-1471,16,14,Railways,Construction of railways facility at Chaudhry Street,285200000,2024-02-14
1472,RAI-27-2023-1472,22,10,Railways,Construction of railways facility at Rattan Circle,83000000,2025-05-03
1473,SAN-16-2023-1473,11,16,Sanitation,Construction of sanitation facility at Ben Path,122600000,2024-01-03
1474,ROA-16-2023-1474,11,10,Roads,Construction of roads facility at Ahluwalia Marg,469100000,2025-05-17
1475,SPO-25-2023-1475,20,15,Sports,Construction of sports facility at Dhillon Zila,84300000,2024-09-01
1476,DRI-10-2023-1476,5,3,Drinking Water,Construction of drinking water facility at Saran,480700000,2023-11-08
1477,EDU-17-2023-1477,12,7,Education,Construction of education facility at Lall Zila,483500000,2024-02-20
1478,SPO-14-2023-1478,9,11,Sports,Construction of sports facility at Buch Path,203700000,2024-12-17
1479,ELE-15-2023-1479,10,18,Electricity,Construction of electricity facility at Rajagopalan Nagar,477300000,2025-08-23
1480,SPO-10-2023-1480,5,16,Sports,Construction of sports facility at Verma Marg,156900000,2024-04-10
1481,DRI-30-2023-1481,25,3,Drinking Water,Construction of drinking water facility at Bhandari,369600000,2025-04-23
1482,HEA-11-2023-1482,6,3,Health,Construction of health facility at Talwar Street,352300000,2024-08-06
1483,ROA-15-2023-1483,10,7,Roads,Construction of roads facility at Jaggi Nagar,288000000,2025-06-22
1484,ELE-9-2023-1484,4,1,Electricity,Construction of electricity facility at Mangal Circle,275600000,2024-01-30
1485,DRI-26-2023-1485,21,10,Drinking Water,Construction of drinking water facility at Uppal Nagar,288600000,2024-10-05
1486,HEA-14-2023-1486,9,3,Health,Construction of health facility at Gara Ganj,165800000,2025-02-05
1487,HEA-21-2023-1487,16,20,Health,Construction of health facility at Parsa Nagar,247500000,2024-03-04
1488,DRI-7-2023-1488,2,10,Drinking Water,Construction of drinking water facility at Dugar Nagar,112900000,2023-11-07
1489,DRI-30-2023-1489,25,20,Drinking Water,Construction of drinking water facility at Ratta Road,58700000,2024-06-01
1490,ELE-23-2023-1490,18,8,Electricity,Construction of electricity facility at Ravi Marg,479100000,2024-11-29
1491,SPO-24-2023-1491,19,11,Sports,Construction of sports facility at Vasa Ganj,52500000,2023-09-12
1492,EDU-18-2023-1492,13,6,Education,Construction of education facility at Chana Zila,150900000,2024-10-31
1493,SPO-28-2023-1493,23,5,Sports,Construction of sports facility at Pall Road,484000000,2024-05-27
1494,ELE-23-2023-1494,18,6,Electricity,Construction of electricity facility at Kara Road,226600000,2024-12-14
1495,ROA-15-2023-1495,10,20,Roads,Construction of roads facility at Sha Ganj,79800000,2025-08-23
1496,DRI-8-2023-1496,3,20,Drinking Water,Construction of drinking water facility at Agrawal Marg,326400000,2024-03-21
1497,DRI-6-2023-1497,1,19,Drinking Water,Construction of drinking water facility at Ray Street,84500000,2024-09-28
1498,DRI-24-2023-1498,19,13,Drinking Water,Construction of drinking water facility at Bora Zila,366400000,2024-09-25
1499,SAN-8-2023-1499,3,18,Sanitation,Construction of sanitation facility at Oak Road,92600000,2023-11-30
1500,HEA-28-2023-1500,23,13,Health,Construction of health facility at Kurian Circle,479600000,2025-07-12
1501,RAI-19-2023-1501,14,12,Railways,Construction of railways facility at Krishna Circle,208900000,2025-02-21
1502,SAN-20-2023-1502,15,1,Sanitation,Construction of sanitation facility at Purohit Chowk,151600000,2024-11-11
1503,EDU-15-2023-1503,10,15,Education,Construction of education facility at Kohli Chowk,287000000,2025-04-11
1504,ROA-8-2023-1504,3,20,Roads,Construction of roads facility at Shanker Path,423700000,2025-02-11
1505,ROA-30-2023-1505,25,19,Roads,Construction of roads facility at Bala Chowk,209200000,2024-09-09
1506,DRI-12-2023-1506,7,3,Drinking Water,Construction of drinking water facility at Kuruvilla Zila,384000000,2023-10-23
1507,DRI-28-2023-1507,23,16,Drinking Water,Construction of drinking water facility at Kannan Marg,412000000,2025-02-07
1508,SAN-24-2023-1508,19,19,Sanitation,Construction of sanitation facility at Mutti Ganj,249800000,2024-07-17
1509,EDU-15-2023-1509,10,6,Education,Construction of education facility at Varty Path,166700000,2024-10-21
1510,ELE-21-2023-1510,16,5,Electricity,Construction of electricity facility at Lall Nagar,405600000,2024-03-11
1511,RAI-9-2023-1511,4,6,Railways,Construction of railways facility at Chander Road,398900000,2024-07-06
1512,HEA-30-2023-1512,25,6,Health,Construction of health facility at Borra Path,268700000,2024-11-04
1513,HEA-28-2023-1513_Health,23,19,Health,Construction of health facility at Soni Street,50800000,2024-05-01
1514,EDU-25-2023-1514,20,16,Education,Construction of education facility at Kamdar Path,116500000,2025-07-26
1515,ROA-21-2023-1515,16,10,Roads,Construction of roads facility at Luthra,115600000,2024-01-20
1516,RAI-30-2023-1516,25,6,Railways,Construction of railways facility at Tara Ganj,386800000,2025-03-26
1517,ELE-30-2023-1517,25,11,Electricity,Construction of electricity facility at Keer Ganj,97600000,2025-03-25
1518,EDU-27-2023-1518,22,12,Education,Construction of education facility at Lanka Ganj,453100000,2024-02-08
1519,ROA-11-2023-1519,6,19,Roads,Construction of roads facility at Jain Ganj,68600000,2025-06-10
1520,HEA-12-2023-1520,7,6,Health,Construction of health facility at Parekh Ganj,123000000,2023-12-31
1521,EDU-27-2023-1521_Education,22,11,Education,Construction of education facility at Dar Zila,430300000,2025-08-15
1522,HEA-10-2023-1522,5,6,Health,Construction of health facility at Tailor Zila,395600000,2024-12-20
1523,HEA-13-2023-1523,8,1,Health,Construction of health facility at Basak Nagar,228700000,2025-06-20
1524,SAN-24-2023-1524,19,9,Sanitation,Construction of sanitation facility at Prabhu Chowk,89100000,2024-12-26
1525,HEA-12-2023-1525,7,8,Health,Construction of health facility at Tailor Path,420000000,2025-07-29
1526,ELE-24-2023-1526,19,3,Electricity,Construction of electricity facility at Maharaj,202900000,2024-09-16
1527,ELE-13-2023-1527,8,9,Electricity,Construction of electricity facility at Vaidya Street,133800000,2024-04-05
1528,RAI-12-2023-1528,7,1,Railways,Construction of railways facility at Kapadia Marg,241500000,2025-04-05
1529,SAN-28-2023-1529_Sanitation,23,7,Sanitation,Construction of sanitation facility at Dave,384500000,2023-10-13
1530,DRI-9-2023-1530,4,10,Drinking Water,Construction of drinking water facility at Sampath Circle,379800000,2024-09-06
1531,EDU-15-2023-1531,10,1,Education,Construction of education facility at Bali Circle,190000000,2024-09-25
1532,SAN-18-2023-1532,13,15,Sanitation,Construction of sanitation facility at Ramesh Path,491600000,2025-06-30
1533,ELE-29-2023-1533,24,12,Electricity,Construction of electricity facility at Shankar Street,318100000,2023-12-03
1534,SPO-7-2023-1534,2,6,Sports,Construction of sports facility at Sharma Circle,493800000,2024-05-03
1535,HEA-30-2023-1535,25,2,Health,Construction of health facility at Arora Nagar,494200000,2025-02-05
1536,SAN-14-2023-1536,9,18,Sanitation,Construction of sanitation facility at Raghavan Ganj,469500000,2024-11-25
1537,SPO-26-2023-1537,21,2,Sports,Construction of sports facility at Nanda Zila,416600000,2024-06-07
