work_id,work_id_raw,category,description,mp_id,constituency_id,ida_id,state,parliament,recommendation_date,recommended_amount,sanction_date,sanction_amount,status,completion_date,disbursed_amount,has_evidence,total_expenditure,expenditure_tx_count,first_payment_date,last_payment_date,unique_vendors,district_category_median,cost_deviation_pct,recommendation_to_sanction_days,sanction_to_first_payment_days,last_payment_to_completion_days,total_execution_days,total_expenditure_vs_sanction_amount,is_overpayment,mp_total_recommended,mp_allocated_limit,mp_recommended_total_vs_allocated_limit,budget_ceiling_breach_flag,evidence_missing_flag,vendor_txn_count_per_district_per_quarter
"WS/MP007/2025-2026/210834-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP007/2025-2026/210834-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,"Work of laying paver blocks in Dwarkapuri Road No. 4,Near  Shiv Mandir under Ward No. 48 of Ranchi Urban Area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,20-Jun-2025,150000.0,11-Sep-2025,150000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,-70.0,83,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/210835-Installing tube-wells and borewells,WS/MP007/2025-2026/210835-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc in  Ayodhyapuri Niche Chutia Ward No.46 of  Ranchi Urban Area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,20-Jun-2025,510000.0,04-Jul-2025,510000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,2.0,14,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/210836-Installing tube-wells and borewells,WS/MP007/2025-2026/210836-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc near Gawala Toli Durga Mandir, Ratu Road Ward No.30 of  Ranchi Urban Area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,20-Jun-2025,510000.0,04-Jul-2025,510000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,2.0,14,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/210837-Installing tube-wells and borewells,WS/MP007/2025-2026/210837-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc Near Shyam Juhi Sahu House Road No.-3 Vikas Nagar Ward No. 32 of  Ranchi Urban Area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,20-Jun-2025,510000.0,04-Jul-2025,510000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,2.0,14,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/210838-Installing tube-wells and borewells,WS/MP007/2025-2026/210838-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc Near Mangal Baitha Mandir Ward No.46 of  Ranchi Urban Area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,20-Jun-2025,510000.0,04-Jul-2025,510000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,2.0,14,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/210839-Installing tube-wells and borewells,WS/MP007/2025-2026/210839-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc in Bada Pahari Chuna Bhatta Bhutiya Ward No.46 of  Ranchi Urban Area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,20-Jun-2025,510000.0,04-Jul-2025,510000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,2.0,14,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/210840-Installing tube-wells and borewells,WS/MP007/2025-2026/210840-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc Near Suman Mahto House Bijuliya Talab Railway Line Chutia Ward No.46 of  Ranchi Urban Area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,20-Jun-2025,510000.0,04-Jul-2025,510000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,2.0,14,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/210841-Installing tube-wells and borewells,WS/MP007/2025-2026/210841-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc Near Netaji Park Netaji Nagar Kanta Toli Ward No.13 of  Ranchi Urban Area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,20-Jun-2025,510000.0,04-Jul-2025,510000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,2.0,14,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/210842-Installing tube-wells and borewells,WS/MP007/2025-2026/210842-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc Near Bajrangbali Mandir Netaji Nagar Kanta Toli Ward No.13 of  Ranchi Urban Area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,20-Jun-2025,510000.0,04-Jul-2025,510000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,2.0,14,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/210843-Installing tube-wells and borewells,WS/MP007/2025-2026/210843-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc Near Munna Sharma House Nayak Toli Chutia, Ward No.46 of  Ranchi Urban Area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,20-Jun-2025,510000.0,04-Jul-2025,510000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,2.0,14,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP007/2025-2026/210844-Installing tube-wells and borewells,WS/MP007/2025-2026/210844-Installing tube-wells and borewells,Other Public Infrastructure,"Boring, Construction of Platform, Installation of Water Tank, Submersible Pump etc near Hesal Shiv Mandir Jatra Ground Ward No.32 of  Ranchi Urban Area.",MP_A19D364F,C_JHARKH_ELECTED_MP,IDA_6659D02D,Jharkhand,rajya_sabha,20-Jun-2025,510000.0,11-Sep-2025,510000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,2.0,83,-1,-1,-1,0.0,False,169682865.0,232524001.2,0.7297,False,False,0
WS/MP18290/2025-2026/210846-Lighting of public spaces,WS/MP18290/2025-2026/210846-Lighting of public spaces,Other Public Infrastructure,"To erect Solar Highmast in Ward No.1, Warapgaon, Ambejogai, Dist. Beed",MP_68F954BE,C_MAHARA_ELECTED_MP,IDA_F7953410,Maharashtra,rajya_sabha,20-Jun-2025,1000000.0,18-Feb-2026,1000000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,1000000.0,0.0,243,-1,-1,-1,0.0,False,96432582.0,147000000.0,0.656,False,False,0
WS/MP18290/2025-2026/210847-Lighting of public spaces,WS/MP18290/2025-2026/210847-Lighting of public spaces,Other Public Infrastructure,"To erect Solar Highmast in Ward No 2, Warapgaon, Ambegaon Dist Beed",MP_68F954BE,C_MAHARA_ELECTED_MP,IDA_F7953410,Maharashtra,rajya_sabha,20-Jun-2025,1000000.0,18-Feb-2026,1000000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,1000000.0,0.0,243,-1,-1,-1,0.0,False,96432582.0,147000000.0,0.656,False,False,0
WS/MP18290/2025-2026/210848-Lighting of public spaces,WS/MP18290/2025-2026/210848-Lighting of public spaces,Other Public Infrastructure,"To erect Solar Highmast in Ward 3, Warapgaon Ambejogai Dist Beed",MP_68F954BE,C_MAHARA_ELECTED_MP,IDA_F7953410,Maharashtra,rajya_sabha,20-Jun-2025,1000000.0,18-Feb-2026,1000000.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,1000000.0,0.0,243,-1,-1,-1,0.0,False,96432582.0,147000000.0,0.656,False,False,0
WS/MP18298/2025-2026/210884-Construction of bus-sheds or bus-stops,WS/MP18298/2025-2026/210884-Construction of bus-sheds or bus-stops,Other Public Infrastructure,public bus stand construction work,MP_679A8806,C_RAJAST_ELECTED_MP,IDA_54689C53,Rajasthan,rajya_sabha,28-Jun-2025,498804.0,04-Jul-2025,498804.0,PHYSICAL INSPECTION,04-Feb-26,498804.0,False,0.0,0,,,0,994778.0,-49.86,6,-1,-1,215,0.0,False,64525806.0,147000000.0,0.439,False,True,0
WS/MP18298/2025-2026/210885-Construction of bus-sheds or bus-stops,WS/MP18298/2025-2026/210885-Construction of bus-sheds or bus-stops,Other Public Infrastructure,public bus stand construction work,MP_679A8806,C_RAJAST_ELECTED_MP,IDA_4D3A7796,Rajasthan,rajya_sabha,28-Jun-2025,500000.0,19-Aug-2025,500000.0,PHYSICAL INSPECTION,09-May-26,499304.0,True,0.0,0,,,0,994778.0,-49.74,52,-1,-1,263,0.0,False,64525806.0,147000000.0,0.439,False,False,0
WS/MP196/2025-2026/210943-Improvement of electricity distribution infrastructure,WS/MP196/2025-2026/210943-Improvement of electricity distribution infrastructure,Other Public Infrastructure,Improvement of electricity distribution infrastructure.,MP_21202EC3,C_UTTAR__ELECTED_MP,IDA_F5B93F71,Uttar Pradesh,rajya_sabha,21-Jun-2025,801145.0,26-Jun-2025,801145.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,283000.0,183.09,5,-1,-1,-1,0.0,False,175733662.0,196063957.1,0.8963,False,False,0
"WS/MP138/2025-2026/210945-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/210945-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Construction of Paver Block Hajipur Jatra Padia Vallage Hajipur Ward No 16 GP Krushnadaspur Block Balikuda Distt Jagatsinghpur,MP_6D8766FE,C_ODISHA_ELECTED_MP,IDA_15E1D25B,Odisha,rajya_sabha,21-Jun-2025,800000.0,19-Feb-2026,800000.0,SANCTION,,,,0.0,0,,,0,500000.0,60.0,243,-1,-1,-1,0.0,False,145486484.0,196084721.4,0.742,False,False,0
WS/MP138/2025-2026/210946-Street lights,WS/MP138/2025-2026/210946-Street lights,Other Public Infrastructure,Installation of High Mast Light at Badadanda Chhaka Village GP Hajipur Ward No 6 Block Biridi Distt Jagatsinghpur,MP_6D8766FE,C_ODISHA_ELECTED_MP,IDA_15E1D25B,Odisha,rajya_sabha,21-Jun-2025,750000.0,13-Jan-2026,750000.0,SANCTION,,,,0.0,0,,,0,500000.0,50.0,206,-1,-1,-1,0.0,False,145486484.0,196084721.4,0.742,False,False,0
WS/MP138/2025-2026/210947-Street lights,WS/MP138/2025-2026/210947-Street lights,Other Public Infrastructure,Installation of Semi High Mast Light at Harijan Sahi Chhaka Village Raghunathpur Ward No 3 GP Ukundara Block Biridi Distt Jagatsinghpur,MP_6D8766FE,C_ODISHA_ELECTED_MP,IDA_15E1D25B,Odisha,rajya_sabha,21-Jun-2025,250000.0,13-Jan-2026,250000.0,SANCTION,,,,0.0,0,,,0,500000.0,-50.0,206,-1,-1,-1,0.0,False,145486484.0,196084721.4,0.742,False,False,0
WS/MP138/2025-2026/210948-Street lights,WS/MP138/2025-2026/210948-Street lights,Other Public Infrastructure,Installation of Semi High Mast Light at Bhoi Sahi Chhaka Village Ukundara Ward No 15 GP Ukundara Block Biridi Distt Jagatsinghpur,MP_6D8766FE,C_ODISHA_ELECTED_MP,IDA_15E1D25B,Odisha,rajya_sabha,21-Jun-2025,250000.0,13-Jan-2026,250000.0,SANCTION,,,,0.0,0,,,0,500000.0,-50.0,206,-1,-1,-1,0.0,False,145486484.0,196084721.4,0.742,False,False,0
WS/MP138/2025-2026/210949-Street lights,WS/MP138/2025-2026/210949-Street lights,Other Public Infrastructure,Installation of Semi High Mast Light at Bhoi Sahi Chhaka Village Raghunathpur Ward No 1 GP Ukundara Block Biridi Distt Jagatsinghpur,MP_6D8766FE,C_ODISHA_ELECTED_MP,IDA_15E1D25B,Odisha,rajya_sabha,21-Jun-2025,250000.0,13-Jan-2026,250000.0,SANCTION,,,,0.0,0,,,0,500000.0,-50.0,206,-1,-1,-1,0.0,False,145486484.0,196084721.4,0.742,False,False,0
WS/MP138/2025-2026/210950-Street lights,WS/MP138/2025-2026/210950-Street lights,Other Public Infrastructure,Installation of Semi High Mast Light at Laxmi Mandap Chhaka Village Alipada Ward No 17 GP Ukundara Block Biridi Distt Jagatsinghpur,MP_6D8766FE,C_ODISHA_ELECTED_MP,IDA_15E1D25B,Odisha,rajya_sabha,21-Jun-2025,250000.0,13-Jan-2026,250000.0,SANCTION,,,,0.0,0,,,0,500000.0,-50.0,206,-1,-1,-1,0.0,False,145486484.0,196084721.4,0.742,False,False,0
WS/MP138/2025-2026/210951-Street lights,WS/MP138/2025-2026/210951-Street lights,Other Public Infrastructure,Installation of High Mast Light at Tarekeswar Chhaka Village Kirtanpur GP Gopalpur Ward No 6 Block Tirtol Distt Jagatsinghpur,MP_6D8766FE,C_ODISHA_ELECTED_MP,IDA_15E1D25B,Odisha,rajya_sabha,21-Jun-2025,750000.0,19-Feb-2026,750000.0,SANCTION,,,,0.0,0,,,0,500000.0,50.0,243,-1,-1,-1,0.0,False,145486484.0,196084721.4,0.742,False,False,0
WS/MP138/2025-2026/210952-Street lights,WS/MP138/2025-2026/210952-Street lights,Other Public Infrastructure,Installation of Semi High Mast Light at Gopalpur Hata Chhaka Village Gopalpur GP Gopalpur Ward No 6 Block Tirtol Distt Jagatsinghpur,MP_6D8766FE,C_ODISHA_ELECTED_MP,IDA_15E1D25B,Odisha,rajya_sabha,21-Jun-2025,750000.0,19-Feb-2026,750000.0,SANCTION,,,,0.0,0,,,0,500000.0,50.0,243,-1,-1,-1,0.0,False,145486484.0,196084721.4,0.742,False,False,0
"WS/MP138/2025-2026/210974-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/210974-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Depression filing and wearing coat of CC Road from Dahisahi to Kantiali at Dahisahi Ward No 7 Village Badjunupal GPJS Jamadiha under Kaptipada Block Executive Agency ITDA Kaptipada Dist Mayurbhanj,MP_6D8766FE,C_ODISHA_ELECTED_MP,IDA_1F10FF57,Odisha,rajya_sabha,21-Jun-2025,1000000.0,28-Jul-2025,1000000.0,PHYSICAL INSPECTION,06-Sep-25,1000000.0,True,0.0,0,,,0,500000.0,100.0,37,-1,-1,40,0.0,False,145486484.0,196084721.4,0.742,False,False,0
"WS/MP138/2025-2026/210975-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/210975-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Depression filling and wearing coat of CC Road with guard wall from PWD Road to Jiban Barik House of Village Jayantipatta Ward No 6 GP JS Jamadiha under Kaptipada Distt Mayurbhanj Executive Agency ITDA Kaptipada,MP_6D8766FE,C_ODISHA_ELECTED_MP,IDA_1F10FF57,Odisha,rajya_sabha,21-Jun-2025,1000000.0,28-Jul-2025,1000000.0,PHYSICAL INSPECTION,24-Sep-25,1000000.0,True,0.0,0,,,0,500000.0,100.0,37,-1,-1,58,0.0,False,145486484.0,196084721.4,0.742,False,False,0
"WS/MP138/2025-2026/210976-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/210976-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Depression filling and wearing coat of CC Road from PWD Road to Udala RI Office Ward No 1 Udala Executive Agency NAC Udala,MP_6D8766FE,C_ODISHA_ELECTED_MP,IDA_1F10FF57,Odisha,rajya_sabha,21-Jun-2025,1000000.0,14-Jul-2025,1000000.0,PHYSICAL INSPECTION,14-Aug-25,1000000.0,True,0.0,0,,,0,500000.0,100.0,23,-1,-1,31,0.0,False,145486484.0,196084721.4,0.742,False,False,0
"WS/MP18316/2026-2027/211043-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18316/2026-2027/211043-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Ward-11 Radha Madhav nagar harne colony me mukhya marg se prasanna harne sa makan tak CC road nirman,MP_153591F2,C_MADHYA_ELECTED_MP,IDA_C2D43B8E,Madhya Pradesh,rajya_sabha,24-Jun-2025,300000.0,15-May-2026,300000.0,SANCTION,,,,0.0,0,,,0,500000.0,-40.0,325,-1,-1,-1,0.0,False,90072558.0,147000000.0,0.6127,False,False,0
"WS/MP18316/2025-2026/211044-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18316/2025-2026/211044-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Ward 23 Raghav nagar phase-1 rasuliya me CC road nirman,MP_153591F2,C_MADHYA_ELECTED_MP,IDA_C2D43B8E,Madhya Pradesh,rajya_sabha,24-Jun-2025,199429.0,15-Sep-2025,199429.0,VENDOR IDENTIFICATION,,,,0.0,0,,,0,500000.0,-60.11,83,-1,-1,-1,0.0,False,90072558.0,147000000.0,0.6127,False,False,0
WS/MP18316/2025-2026/211045-Development of public parks,WS/MP18316/2025-2026/211045-Development of public parks,Other Public Infrastructure,Sarswati nagar Rasuliya me sarvjanik vichitraveer park parisar ka soundriyakaran,MP_153591F2,C_MADHYA_ELECTED_MP,IDA_C2D43B8E,Madhya Pradesh,rajya_sabha,24-Jun-2025,150000.0,24-Mar-2026,150000.0,SANCTION,,,,0.0,0,,,0,500000.0,-70.0,273,-1,-1,-1,0.0,False,90072558.0,147000000.0,0.6127,False,False,0
WS/MP18316/2025-2026/211046-Construction of common work sheds/ common covered sitting area,WS/MP18316/2025-2026/211046-Construction of common work sheds/ common covered sitting area,Other Public Infrastructure,Ward 23 Global green colony rasuliya me sarvjanik chabutra (shed rahit),MP_153591F2,C_MADHYA_ELECTED_MP,IDA_C2D43B8E,Madhya Pradesh,rajya_sabha,24-Jun-2025,100000.0,24-Mar-2026,100000.0,SANCTION,,,,0.0,0,,,0,500000.0,-80.0,273,-1,-1,-1,0.0,False,90072558.0,147000000.0,0.6127,False,False,0
WS/MP18316/2025-2026/211047-Construction of common work sheds/ common covered sitting area,WS/MP18316/2025-2026/211047-Construction of common work sheds/ common covered sitting area,Other Public Infrastructure,Ward 19 Adamgarh me Banjari mata mandir ke pass sarvjanik chabutra (shed rahit),MP_153591F2,C_MADHYA_ELECTED_MP,IDA_C2D43B8E,Madhya Pradesh,rajya_sabha,24-Jun-2025,50000.0,02-Jan-2026,50000.0,SANCTION,,,,0.0,0,,,0,500000.0,-90.0,192,-1,-1,-1,0.0,False,90072558.0,147000000.0,0.6127,False,False,0
WS/MP18316/2025-2026/211048-Construction of toilet blocks,WS/MP18316/2025-2026/211048-Construction of toilet blocks,Other Public Infrastructure,Govt Home Science Collage me shouchalaya marammat avm nirman,MP_153591F2,C_MADHYA_ELECTED_MP,IDA_C2D43B8E,Madhya Pradesh,rajya_sabha,24-Jun-2025,200000.0,13-Jan-2026,200000.0,SANCTION,,,,0.0,0,,,0,500000.0,-60.0,203,-1,-1,-1,0.0,False,90072558.0,147000000.0,0.6127,False,False,0
"WS/MP18316/2025-2026/211049-Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18316/2025-2026/211049-Construction of roads, link roads, pathways or any other road with or without drainage system",Other Public Infrastructure,Gram Pardi me main road se khuman ke makan tak CC road nirman,MP_153591F2,C_MADHYA_ELECTED_MP,IDA_F3A759A5,Madhya Pradesh,rajya_sabha,24-Jun-2025,1000000.0,11-Jul-2025,1000000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,500000.0,100.0,17,-1,-1,-1,0.0,False,90072558.0,147000000.0,0.6127,False,False,0
WS/MP18347/2025-2026/211052-Installing community drinking water plants,WS/MP18347/2025-2026/211052-Installing community drinking water plants,Other Public Infrastructure,Installation of sumbarsible pump in sabji mandi etmadpur,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,265000.0,06-Aug-2025,265000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,283000.0,-6.36,21,-1,-1,-1,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211053-Installing community drinking water plants,WS/MP18347/2025-2026/211053-Installing community drinking water plants,Other Public Infrastructure,Installation of sumbarsible pump on shamshabad road near ramraghu exotika park,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,265000.0,06-Aug-2025,265000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,283000.0,-6.36,21,-1,-1,-1,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211054-Purchase of vans and buses for educational institutions,WS/MP18347/2025-2026/211054-Purchase of vans and buses for educational institutions,Other Public Infrastructure,Smart board in composit vidhyal barauli ahir with furniture and link road,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,1638000.0,06-Aug-2025,1638000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,283000.0,478.8,21,-1,-1,-1,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211055-Installing community drinking water plants,WS/MP18347/2025-2026/211055-Installing community drinking water plants,Other Public Infrastructure,Installation of sumbarsebile pump in jamuni bhan near rajveer jaudan house fatewhabad,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,265000.0,06-Aug-2025,265000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,283000.0,-6.36,21,-1,-1,-1,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211056-Purchase of furniture and fixtures for educational purposes,WS/MP18347/2025-2026/211056-Purchase of furniture and fixtures for educational purposes,Other Public Infrastructure,installation smart board and furniture and tilys work in composit vidhyalay bijhamai,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,2286000.0,06-Aug-2025,2286000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,283000.0,707.77,21,-1,-1,-1,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211057-Purchase of furniture and fixtures for educational purposes,WS/MP18347/2025-2026/211057-Purchase of furniture and fixtures for educational purposes,Other Public Infrastructure,Installation of Smart Board Furniture and intarlocking in PP Biseri Bhand Barauli Ahir,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,1736958.0,06-Aug-2025,1736958.0,PHYSICAL INSPECTION,06-Feb-26,1736958.0,True,0.0,0,,,0,283000.0,513.77,21,-1,-1,184,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211058-Purchase of furniture and fixtures for educational purposes,WS/MP18347/2025-2026/211058-Purchase of furniture and fixtures for educational purposes,Other Public Infrastructure,Installation of Smart Board Furniture And Link Road in PP Mutawai Fatehabad,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,2327948.0,06-Aug-2025,2327948.0,PHYSICAL INSPECTION,07-Feb-26,2327948.0,True,0.0,0,,,0,283000.0,722.6,21,-1,-1,185,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211059-Purchase of furniture and fixtures for educational purposes,WS/MP18347/2025-2026/211059-Purchase of furniture and fixtures for educational purposes,Other Public Infrastructure,Installation of Smart Board Furniture And Link Road in PP Panchgaikhera,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,1987000.0,06-Aug-2025,1987000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,283000.0,602.12,21,-1,-1,-1,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211060-Purchase of furniture and fixtures for educational purposes,WS/MP18347/2025-2026/211060-Purchase of furniture and fixtures for educational purposes,Other Public Infrastructure,Installation of Smart Board Furniture And Link Road in Composit Vidhyalay Pesai Khandauli,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,2378000.0,06-Aug-2025,2378000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,283000.0,740.28,21,-1,-1,-1,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211061-Purchase of furniture and fixtures for educational purposes,WS/MP18347/2025-2026/211061-Purchase of furniture and fixtures for educational purposes,Other Public Infrastructure,Installation of Smart Board Furniture And Link Road from vidhyalaqy to co residence  in PP Vikram Pur Bah,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,2269154.0,06-Aug-2025,2269154.0,PHYSICAL INSPECTION,07-Feb-26,2269154.0,True,0.0,0,,,0,283000.0,701.82,21,-1,-1,185,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211062-Purchase of furniture and fixtures for educational purposes,WS/MP18347/2025-2026/211062-Purchase of furniture and fixtures for educational purposes,Other Public Infrastructure,Installation of Smart Board Furniture  in Garhi Sampat,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,1727000.0,20-Sep-2025,1727000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,283000.0,510.25,66,-1,-1,-1,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211063-Purchase of furniture and fixtures for educational purposes,WS/MP18347/2025-2026/211063-Purchase of furniture and fixtures for educational purposes,Other Public Infrastructure,Installation of Smart Board Furniture And Link Road in Composit Vidhyalay in  Vijay Garhi Pinahat,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,1908193.0,06-Aug-2025,1908193.0,PHYSICAL INSPECTION,07-Feb-26,1908193.0,True,0.0,0,,,0,283000.0,574.27,21,-1,-1,185,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
WS/MP18347/2025-2026/211064-Purchase of furniture and fixtures for educational purposes,WS/MP18347/2025-2026/211064-Purchase of furniture and fixtures for educational purposes,Other Public Infrastructure,Installation of Smart Board Furniture And Link Road in PP Nagar,MP_C91D46A0,C_UTTAR__ELECTED_MP,IDA_025A13A8,Uttar Pradesh,rajya_sabha,16-Jul-2025,2405000.0,06-Aug-2025,2405000.0,WORK PARTIALLY COMPLETED,,,,0.0,0,,,0,283000.0,749.82,21,-1,-1,-1,0.0,False,90667943.0,147000000.0,0.6168,False,False,0
