alert_id,canonical_work_id,source_house,canonical_state,canonical_mp_name,priority,project_risk_score,delay_probability,expected_delay_days,status,evidence_json,auditor_notes,created_at,updated_at
ALT_10595083675397787076,WORK_HASH_10595083675397787076,RAJYA_SABHA,PUNJAB,SANDEEP KUMAR PATHAK (2022-28) (2022-2028),MEDIUM,2.5,0.0338,24,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 2.5 >= 25.0"", ""delay_probability_pct"": 3.4, ""expected_delay_days"": 24, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 14.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521328,2026-09-02T22:35:23.521330
ALT_10595378467116536187,WORK_HASH_10595378467116536187,RAJYA_SABHA,UTTAR PRADESH,DINESH SHARMA (2023-26) (2023-2026),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521342,2026-09-02T22:35:23.521344
ALT_10595421064559664682,WORK_HASH_10595421064559664682,RAJYA_SABHA,ODISHA,SASMIT PATRA (2022-28) (2022-2028),CRITICAL,79.4,0.9944,62,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.4, ""expected_delay_days"": 62, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.7, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.521357,2026-09-02T22:35:23.521358
ALT_10595502297109972761,WORK_HASH_10595502297109972761,LOK_SABHA,WEST BENGAL,KARTICK CHANDRA PAUL,CRITICAL,79.6,0.9956,53,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.6 >= 75.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 53, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 18.1, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.521372,2026-09-02T22:35:23.521373
ALT_10595551762633470685,WORK_HASH_10595551762633470685,RAJYA_SABHA,UTTAR PRADESH,BABURAM NISHAD (2022-28) (2022-2028),CRITICAL,78.4,0.992,331,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 78.4 >= 75.0"", ""delay_probability_pct"": 99.2, ""expected_delay_days"": 331, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 79.5, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.521386,2026-09-02T22:35:23.521387
ALT_10595687050651701609,WORK_HASH_10595687050651701609,LOK_SABHA,TAMIL NADU,MANI. A.,MEDIUM,2.0,0.0259,4,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 2.0 >= 25.0"", ""delay_probability_pct"": 2.6, ""expected_delay_days"": 4, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 27.7, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521400,2026-09-02T22:35:23.521402
ALT_10595756223195178742,WORK_HASH_10595756223195178742,RAJYA_SABHA,ANDHRA PRADESH,MASTHAN RAO YADAV BEEDHA (2024-28) (2024-2028),MEDIUM,2.6,0.0271,30,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 2.6 >= 25.0"", ""delay_probability_pct"": 2.7, ""expected_delay_days"": 30, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 11.7, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521416,2026-09-02T22:35:23.521417
ALT_10595764887879361364,WORK_HASH_10595764887879361364,LOK_SABHA,GUJARAT,RAJPALSINH MAHENDRASINH JADAV,MEDIUM,47.2,0.9995,111,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration""], ""threshold_breached"": ""Project Risk Score 47.2 >= 25.0"", ""delay_probability_pct"": 100.0, ""expected_delay_days"": 111, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 4.4, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.521430,2026-09-02T22:35:23.521432
ALT_10595963002945024054,WORK_HASH_10595963002945024054,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521444,2026-09-02T22:35:23.521445
ALT_10596172605085203331,WORK_HASH_10596172605085203331,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521457,2026-09-02T22:35:23.521459
ALT_10596371789192791326,WORK_HASH_10596371789192791326,,,,MEDIUM,34.6,0.0,0,NEW,"{""risk_drivers"": [""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 34.6 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.521486,2026-09-02T22:35:23.521487
ALT_10596422809915590044,WORK_HASH_10596422809915590044,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521500,2026-09-02T22:35:23.521502
ALT_10596485492711143569,WORK_HASH_10596485492711143569,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521514,2026-09-02T22:35:23.521516
ALT_10596529772364203257,WORK_HASH_10596529772364203257,RAJYA_SABHA,ASSAM,PABITRA MARGHERITA (2022-28) (2022-2028),CRITICAL,79.1,0.9992,290,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.1 >= 75.0"", ""delay_probability_pct"": 99.9, ""expected_delay_days"": 290, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 22.5, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.521530,2026-09-02T22:35:23.521531
ALT_10596724657317357868,WORK_HASH_10596724657317357868,LOK_SABHA,KERALA,SURESH KODIKUNNIL,MEDIUM,3.7,0.0509,3,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 3.7 >= 25.0"", ""delay_probability_pct"": 5.1, ""expected_delay_days"": 3, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 31.4, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521545,2026-09-02T22:35:23.521546
ALT_10596967338786887544,WORK_HASH_10596967338786887544,LOK_SABHA,UTTAR PRADESH,RAM SHIROMANI,MEDIUM,45.0,0.9995,196,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration""], ""threshold_breached"": ""Project Risk Score 45.0 >= 25.0"", ""delay_probability_pct"": 100.0, ""expected_delay_days"": 196, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 34.6, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.521561,2026-09-02T22:35:23.521563
ALT_10597057827652569458,WORK_HASH_10597057827652569458,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521576,2026-09-02T22:35:23.521577
ALT_10597059435847532642,WORK_HASH_10597059435847532642,RAJYA_SABHA,CHANDIGARH,SATNAM SINGH SANDHU (2024-30) (2024-2030),CRITICAL,79.4,0.9942,76,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.4 >= 75.0"", ""delay_probability_pct"": 99.4, ""expected_delay_days"": 76, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 7.8, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.521590,2026-09-02T22:35:23.521591
ALT_10597201054573480011,WORK_HASH_10597201054573480011,LOK_SABHA,TRIPURA,BIPLAB KUMAR DEB,CRITICAL,79.3,0.9992,176,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.3 >= 75.0"", ""delay_probability_pct"": 99.9, ""expected_delay_days"": 176, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 5.9, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.521605,2026-09-02T22:35:23.521606
ALT_10597305648703799491,WORK_HASH_10597305648703799491,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 1, ""compliance_rules_triggered"": [""R008""], ""compliance_actions"": [""Request site photo / completion certificate evidence""], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521621,2026-09-02T22:35:23.521622
ALT_10597357532255352227,WORK_HASH_10597357532255352227,LOK_SABHA,UTTAR PRADESH,LALJI VERMA,CRITICAL,79.5,0.9964,106,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.5 >= 75.0"", ""delay_probability_pct"": 99.6, ""expected_delay_days"": 106, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 4.6, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.521635,2026-09-02T22:35:23.521637
ALT_10597460739138532671,WORK_HASH_10597460739138532671,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.16, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521650,2026-09-02T22:35:23.521651
ALT_10597634672853003250,WORK_HASH_10597634672853003250,LOK_SABHA,JHARKHAND,SUKHDEO BHAGAT,CRITICAL,79.5,0.9953,61,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.5 >= 75.0"", ""delay_probability_pct"": 99.5, ""expected_delay_days"": 61, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 5.6, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.521664,2026-09-02T22:35:23.521665
ALT_10597835180454887841,WORK_HASH_10597835180454887841,LOK_SABHA,PUNJAB,SARABJEET SINGH KHALSA,CRITICAL,79.6,0.998,45,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.6 >= 75.0"", ""delay_probability_pct"": 99.8, ""expected_delay_days"": 45, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.4, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.521678,2026-09-02T22:35:23.521680
ALT_10597922346450255974,WORK_HASH_10597922346450255974,RAJYA_SABHA,BIHAR,BHIM SINGH (2024-30) (2024-2030),CRITICAL,79.0,0.9866,35,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 79.0 >= 75.0"", ""delay_probability_pct"": 98.7, ""expected_delay_days"": 35, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 17.3, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.521692,2026-09-02T22:35:23.521694
ALT_10597982986971774852,WORK_HASH_10597982986971774852,RAJYA_SABHA,ANDHRA PRADESH,V. VIJAYENDRA PRASAD (2022-28) (2022-2028),CRITICAL,78.9,0.9938,238,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Long inactivity period post-sanction (>180 days without disbursement)"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 78.9 >= 75.0"", ""delay_probability_pct"": 99.4, ""expected_delay_days"": 238, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 75.6, ""recommended_monitoring_priority"": ""CRITICAL""}",,2026-09-02T22:35:23.521707,2026-09-02T22:35:23.521708
ALT_10598252635649511912,WORK_HASH_10598252635649511912,RAJYA_SABHA,ASSAM,RWNGWRA NARZARY (2022-28) (2022-2028),MEDIUM,48.1,0.9909,559,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 48.1 >= 25.0"", ""delay_probability_pct"": 99.1, ""expected_delay_days"": 559, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 78.1, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.521722,2026-09-02T22:35:23.521723
ALT_10598327379666879890,WORK_HASH_10598327379666879890,,,,MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 12.3, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521736,2026-09-02T22:35:23.521737
ALT_10598437765492899329,WORK_HASH_10598437765492899329,LOK_SABHA,MAHARASHTRA,RAVINDRA DATTARAM WAIKAR,MEDIUM,46.6,0.9977,145,NEW,"{""risk_drivers"": [""High historical sanction/completion delay duration"", ""Extended period without recent progress updates""], ""threshold_breached"": ""Project Risk Score 46.6 >= 25.0"", ""delay_probability_pct"": 99.8, ""expected_delay_days"": 145, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 9.4, ""recommended_monitoring_priority"": ""MEDIUM""}",,2026-09-02T22:35:23.521751,2026-09-02T22:35:23.521752
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521765,2026-09-02T22:35:23.521766
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521781,2026-09-02T22:35:23.521783
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521795,2026-09-02T22:35:23.521796
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521808,2026-09-02T22:35:23.521810
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521821,2026-09-02T22:35:23.521823
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521834,2026-09-02T22:35:23.521835
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521847,2026-09-02T22:35:23.521848
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521860,2026-09-02T22:35:23.521861
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521872,2026-09-02T22:35:23.521874
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521885,2026-09-02T22:35:23.521887
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521899,2026-09-02T22:35:23.521900
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521914,2026-09-02T22:35:23.521916
ALT_10598455916159986554,WORK_HASH_10598455916159986554,RAJYA_SABHA,CHHATTISGARH,SMT. PHULO DEVI NETAM (2026-32) (2026-2032),MEDIUM,0.0,0.0,0,NEW,"{""risk_drivers"": [""Normal project lifecycle trajectory""], ""threshold_breached"": ""Project Risk Score 0.0 >= 25.0"", ""delay_probability_pct"": 0.0, ""expected_delay_days"": 0, ""compliance_flags_count"": 0, ""compliance_rules_triggered"": [], ""compliance_actions"": [], ""ml_anomaly_score"": 0.0, ""statistical_anomaly_score"": 0.0, ""recommended_monitoring_priority"": ""LOW""}",,2026-09-02T22:35:23.521927,2026-09-02T22:35:23.521928
